Date	Close	Open	High	Low	% var.
23.12.2015	"10,909"	"10,955"	"10,957"	"10,869"	"-0,42"
22.12.2015	"10,955"	"10,913"	"10,985"	"10,901"	"0,37"
21.12.2015	"10,915"	"10,863"	"10,941"	"10,848"	"0,43"
18.12.2015	"10,868"	"10,828"	"10,877"	"10,806"	"0,40"
17.12.2015	"10,825"	"10,915"	"10,915"	"10,800"	"-0,81"
16.12.2015	"10,913"	"10,932"	"11,008"	"10,888"	"-0,14"
15.12.2015	"10,928"	"10,991"	"11,059"	"10,903"	"-0,58"
14.12.2015	"10,992"	"10,985"	"11,050"	"10,946"	"0,03"
11.12.2015	"10,989"	"10,943"	"11,033"	"10,926"	"0,44"
10.12.2015	"10,941"	"11,027"	"11,029"	"10,924"	"-0,76"
09.12.2015	"11,025"	"10,888"	"11,042"	"10,877"	"1,20"
08.12.2015	"10,894"	"10,835"	"10,901"	"10,827"	"0,54"
07.12.2015	"10,835"	"10,859"	"10,888"	"10,795"	"-0,47"
04.12.2015	"10,886"	"10,939"	"10,957"	"10,837"	"-0,50"
03.12.2015	"10,941"	"10,616"	"10,983"	"10,541"	"3,07"
02.12.2015	"10,615"	"10,633"	"10,644"	"10,553"	"-0,15"
01.12.2015	"10,631"	"10,566"	"10,638"	"10,562"	"0,63"
30.11.2015	"10,564"	"10,591"	"10,596"	"10,558"	"-0,27"
27.11.2015	"10,593"	"10,610"	"10,640"	"10,570"	"-0,16"
26.11.2015	"10,610"	"10,627"	"10,633"	"10,600"	"-0,16"
25.11.2015	"10,627"	"10,642"	"10,690"	"10,566"	"-0,13"
24.11.2015	"10,641"	"10,634"	"10,674"	"10,620"	"0,05"
23.11.2015	"10,636"	"10,647"	"10,658"	"10,593"	"-0,09"
20.11.2015	"10,646"	"10,736"	"10,745"	"10,641"	"-0,82"
19.11.2015	"10,734"	"10,657"	"10,764"	"10,654"	"0,70"
18.11.2015	"10,659"	"10,640"	"10,694"	"10,617"	"0,14"
17.11.2015	"10,644"	"10,690"	"10,696"	"10,633"	"-0,39"
16.11.2015	"10,686"	"10,751"	"10,781"	"10,675"	"-0,86"
13.11.2015	"10,779"	"10,816"	"10,818"	"10,715"	"-0,35"
12.11.2015	"10,817"	"10,743"	"10,829"	"10,690"	"0,68"
11.11.2015	"10,744"	"10,724"	"10,774"	"10,705"	"0,19"
10.11.2015	"10,724"	"10,751"	"10,764"	"10,673"	"-0,26"
09.11.2015	"10,752"	"10,738"	"10,793"	"10,719"	"0,10"
06.11.2015	"10,741"	"10,886"	"10,896"	"10,709"	"-1,31"
05.11.2015	"10,884"	"10,865"	"10,898"	"10,835"	"0,19"
04.11.2015	"10,863"	"10,962"	"10,968"	"10,842"	"-0,96"
03.11.2015	"10,968"	"11,014"	"11,031"	"10,936"	"-0,43"
02.11.2015	"11,015"	"11,015"	"11,053"	"11,001"	"0,08"
30.10.2015	"11,006"	"10,976"	"11,073"	"10,964"	"0,27"
29.10.2015	"10,976"	"10,924"	"10,985"	"10,903"	"0,51"
28.10.2015	"10,920"	"11,050"	"11,096"	"10,894"	"-1,16"
27.10.2015	"11,048"	"11,056"	"11,079"	"11,029"	"-0,07"
26.10.2015	"11,056"	"11,008"	"11,069"	"10,987"	"0,34"
23.10.2015	"11,018"	"11,111"	"11,142"	"10,997"	"-0,80"
22.10.2015	"11,107"	"11,338"	"11,351"	"11,098"	"-2,05"
21.10.2015	"11,339"	"11,347"	"11,380"	"11,335"	"-0,05"
20.10.2015	"11,345"	"11,326"	"11,387"	"11,324"	"0,16"
19.10.2015	"11,327"	"11,352"	"11,382"	"11,307"	"-0,18"
16.10.2015	"11,347"	"11,383"	"11,397"	"11,334"	"-0,32"
15.10.2015	"11,383"	"11,474"	"11,496"	"11,363"	"-0,78"
14.10.2015	"11,473"	"11,378"	"11,490"	"11,374"	"0,83"
13.10.2015	"11,379"	"11,358"	"11,413"	"11,346"	"0,21"
12.10.2015	"11,355"	"11,355"	"11,397"	"11,351"	"-0,03"
09.10.2015	"11,358"	"11,282"	"11,391"	"11,269"	"0,70"
08.10.2015	"11,279"	"11,235"	"11,325"	"11,232"	"0,39"
07.10.2015	"11,235"	"11,269"	"11,284"	"11,210"	"-0,32"
06.10.2015	"11,271"	"11,193"	"11,282"	"11,174"	"0,77"
05.10.2015	"11,185"	"11,220"	"11,290"	"11,170"	"-0,23"
02.10.2015	"11,211"	"11,196"	"11,319"	"11,151"	"0,14"
01.10.2015	"11,195"	"11,176"	"11,210"	"11,134"	"0,16"
30.09.2015	"11,177"	"11,246"	"11,262"	"11,157"	"-0,64"
29.09.2015	"11,249"	"11,247"	"11,285"	"11,196"	"0,03"
28.09.2015	"11,246"	"11,195"	"11,250"	"11,149"	"0,46"
25.09.2015	"11,195"	"11,227"	"11,231"	"11,115"	"-0,31"
24.09.2015	"11,230"	"11,185"	"11,296"	"11,164"	"0,38"
23.09.2015	"11,187"	"11,120"	"11,214"	"11,105"	"0,60"
22.09.2015	"11,120"	"11,188"	"11,209"	"11,114"	"-0,62"
21.09.2015	"11,189"	"11,284"	"11,332"	"11,183"	"-1,03"
18.09.2015	"11,305"	"11,435"	"11,460"	"11,267"	"-1,15"
17.09.2015	"11,437"	"11,290"	"11,442"	"11,284"	"1,30"
16.09.2015	"11,290"	"11,267"	"11,321"	"11,212"	"0,20"
15.09.2015	"11,267"	"11,313"	"11,328"	"11,258"	"-0,48"
14.09.2015	"11,321"	"11,338"	"11,375"	"11,285"	"-0,17"
11.09.2015	"11,340"	"11,279"	"11,349"	"11,254"	"0,53"
10.09.2015	"11,280"	"11,209"	"11,299"	"11,174"	"0,65"
09.09.2015	"11,207"	"11,202"	"11,219"	"11,133"	"0,06"
08.09.2015	"11,200"	"11,170"	"11,229"	"11,152"	"0,29"
07.09.2015	"11,168"	"11,157"	"11,178"	"11,120"	"0,19"
04.09.2015	"11,147"	"11,124"	"11,181"	"11,089"	"0,21"
03.09.2015	"11,124"	"11,227"	"11,246"	"11,088"	"-0,92"
02.09.2015	"11,227"	"11,311"	"11,319"	"11,214"	"-0,81"
01.09.2015	"11,319"	"11,211"	"11,333"	"11,206"	"0,94"
31.08.2015	"11,214"	"11,176"	"11,265"	"11,162"	"0,31"
28.08.2015	"11,179"	"11,247"	"11,310"	"11,156"	"-0,59"
27.08.2015	"11,245"	"11,314"	"11,366"	"11,204"	"-0,62"
26.08.2015	"11,315"	"11,515"	"11,561"	"11,290"	"-1,75"
25.08.2015	"11,517"	"11,619"	"11,625"	"11,399"	"-0,89"
24.08.2015	"11,620"	"11,363"	"11,713"	"11,363"	"2,03"
21.08.2015	"11,389"	"11,244"	"11,393"	"11,229"	"1,31"
20.08.2015	"11,242"	"11,117"	"11,246"	"11,105"	"1,11"
19.08.2015	"11,119"	"11,023"	"11,137"	"11,019"	"0,89"
18.08.2015	"11,021"	"11,083"	"11,096"	"11,018"	"-0,54"
17.08.2015	"11,081"	"11,106"	"11,125"	"11,058"	"-0,23"
14.08.2015	"11,107"	"11,149"	"11,189"	"11,096"	"-0,38"
13.08.2015	"11,149"	"11,157"	"11,189"	"11,080"	"-0,07"
12.08.2015	"11,157"	"11,040"	"11,212"	"11,023"	"1,06"
11.08.2015	"11,040"	"11,019"	"11,088"	"10,960"	"0,19"
10.08.2015	"11,019"	"10,969"	"11,044"	"10,927"	"0,46"
07.08.2015	"10,968"	"10,930"	"10,981"	"10,857"	"0,39"
06.08.2015	"10,925"	"10,909"	"10,944"	"10,876"	"0,17"
05.08.2015	"10,906"	"10,883"	"10,938"	"10,849"	"0,22"
04.08.2015	"10,882"	"10,951"	"10,989"	"10,877"	"-0,63"
03.08.2015	"10,951"	"10,970"	"10,997"	"10,941"	"-0,34"
31.07.2015	"10,988"	"10,934"	"11,114"	"10,921"	"0,50"
30.07.2015	"10,933"	"10,987"	"10,992"	"10,894"	"-0,48"
29.07.2015	"10,986"	"11,061"	"11,086"	"10,967"	"-0,66"
28.07.2015	"11,059"	"11,089"	"11,101"	"11,022"	"-0,32"
27.07.2015	"11,094"	"10,974"	"11,130"	"10,970"	"1,00"
24.07.2015	"10,984"	"10,983"	"10,997"	"10,926"	"0,01"
23.07.2015	"10,983"	"10,928"	"11,019"	"10,922"	"0,45"
22.07.2015	"10,934"	"10,936"	"10,966"	"10,869"	"-0,03"
21.07.2015	"10,937"	"10,825"	"10,970"	"10,811"	"1,02"
20.07.2015	"10,827"	"10,833"	"10,872"	"10,810"	"-0,02"
17.07.2015	"10,829"	"10,875"	"10,907"	"10,827"	"-0,42"
16.07.2015	"10,875"	"10,947"	"10,964"	"10,856"	"-0,68"
15.07.2015	"10,949"	"11,010"	"11,035"	"10,930"	"-0,57"
14.07.2015	"11,012"	"11,004"	"11,084"	"10,966"	"0,07"
13.07.2015	"11,004"	"11,107"	"11,197"	"10,995"	"-1,43"
10.07.2015	"11,164"	"11,037"	"11,218"	"11,031"	"1,14"
09.07.2015	"11,038"	"11,078"	"11,126"	"10,992"	"-0,35"
08.07.2015	"11,077"	"11,012"	"11,094"	"10,974"	"0,59"
07.07.2015	"11,012"	"11,056"	"11,061"	"10,917"	"-0,41"
06.07.2015	"11,057"	"10,993"	"11,097"	"10,969"	"-0,51"
03.07.2015	"11,114"	"11,086"	"11,119"	"11,066"	"0,27"
02.07.2015	"11,084"	"11,054"	"11,124"	"11,031"	"0,27"
01.07.2015	"11,054"	"11,139"	"11,172"	"11,042"	"-0,75"
30.06.2015	"11,138"	"11,237"	"11,246"	"11,114"	"-0,87"
29.06.2015	"11,236"	"11,031"	"11,279"	"10,954"	"0,63"
26.06.2015	"11,166"	"11,207"	"11,221"	"11,131"	"-0,34"
25.06.2015	"11,204"	"11,204"	"11,227"	"11,153"	"-0,03"
24.06.2015	"11,207"	"11,171"	"11,237"	"11,156"	"0,33"
23.06.2015	"11,170"	"11,341"	"11,348"	"11,135"	"-1,51"
22.06.2015	"11,341"	"11,363"	"11,411"	"11,312"	"-0,11"
19.06.2015	"11,353"	"11,360"	"11,393"	"11,292"	"-0,06"
18.06.2015	"11,360"	"11,337"	"11,438"	"11,331"	"0,20"
17.06.2015	"11,337"	"11,249"	"11,360"	"11,213"	"0,79"
16.06.2015	"11,248"	"11,283"	"11,331"	"11,206"	"-0,32"
15.06.2015	"11,284"	"11,225"	"11,294"	"11,189"	"0,13"
12.06.2015	"11,269"	"11,258"	"11,298"	"11,151"	"0,10"
11.06.2015	"11,258"	"11,325"	"11,332"	"11,183"	"-0,60"
10.06.2015	"11,326"	"11,286"	"11,387"	"11,261"	"0,37"
09.06.2015	"11,284"	"11,292"	"11,345"	"11,214"	"-0,07"
08.06.2015	"11,292"	"11,113"	"11,307"	"11,080"	"1,61"
05.06.2015	"11,113"	"11,239"	"11,281"	"11,050"	"-1,12"
04.06.2015	"11,239"	"11,276"	"11,381"	"11,227"	"-0,32"
03.06.2015	"11,275"	"11,151"	"11,284"	"11,079"	"1,08"
02.06.2015	"11,155"	"10,928"	"11,193"	"10,915"	"2,08"
01.06.2015	"10,928"	"10,989"	"10,991"	"10,888"	"-0,55"
29.05.2015	"10,988"	"10,948"	"11,006"	"10,926"	"0,36"
28.05.2015	"10,949"	"10,905"	"10,960"	"10,869"	"0,40"
27.05.2015	"10,905"	"10,873"	"10,931"	"10,820"	"0,29"
26.05.2015	"10,873"	"10,978"	"10,985"	"10,863"	"-0,96"
25.05.2015	"10,978"	"11,006"	"11,012"	"10,961"	"-0,36"
22.05.2015	"11,018"	"11,115"	"11,211"	"11,004"	"-0,85"
21.05.2015	"11,113"	"11,092"	"11,181"	"11,080"	"0,18"
20.05.2015	"11,093"	"11,150"	"11,156"	"11,063"	"-0,50"
19.05.2015	"11,149"	"11,317"	"11,328"	"11,119"	"-1,47"
18.05.2015	"11,315"	"11,441"	"11,450"	"11,298"	"-1,20"
15.05.2015	"11,452"	"11,410"	"11,467"	"11,324"	"0,37"
14.05.2015	"11,410"	"11,359"	"11,447"	"11,341"	"0,47"
13.05.2015	"11,357"	"11,214"	"11,385"	"11,204"	"1,28"
12.05.2015	"11,214"	"11,155"	"11,277"	"11,134"	"0,53"
11.05.2015	"11,155"	"11,197"	"11,207"	"11,131"	"-0,44"
08.05.2015	"11,204"	"11,267"	"11,290"	"11,178"	"-0,56"
07.05.2015	"11,267"	"11,347"	"11,393"	"11,237"	"-0,76"
06.05.2015	"11,353"	"11,187"	"11,372"	"11,176"	"1,49"
05.05.2015	"11,186"	"11,147"	"11,223"	"11,067"	"0,36"
04.05.2015	"11,146"	"11,202"	"11,226"	"11,123"	"-0,50"
01.05.2015	"11,202"	"11,223"	"11,290"	"11,176"	"-0,20"
30.04.2015	"11,225"	"11,130"	"11,269"	"11,073"	"0,84"
29.04.2015	"11,132"	"10,983"	"11,189"	"10,960"	"1,38"
28.04.2015	"10,981"	"10,894"	"10,991"	"10,859"	"0,85"
