Date	Close	Open	High	Low	% var.
26.05.2017	"11,183"	"11,211"	"11,235"	"11,159"	"-0,24"
25.05.2017	"11,210"	"11,218"	"11,252"	"11,193"	"-0,08"
24.05.2017	"11,219"	"11,184"	"11,222"	"11,169"	"0,32"
23.05.2017	"11,183"	"11,237"	"11,269"	"11,174"	"-0,49"
22.05.2017	"11,238"	"11,202"	"11,265"	"11,162"	"0,28"
19.05.2017	"11,207"	"11,103"	"11,214"	"11,097"	"0,94"
18.05.2017	"11,103"	"11,160"	"11,173"	"11,075"	"-0,50"
17.05.2017	"11,159"	"11,083"	"11,163"	"11,079"	"0,69"
16.05.2017	"11,082"	"10,976"	"11,098"	"10,972"	"0,97"
15.05.2017	"10,975"	"10,926"	"10,991"	"10,922"	"0,40"
12.05.2017	"10,931"	"10,863"	"10,937"	"10,857"	"0,64"
11.05.2017	"10,861"	"10,869"	"10,894"	"10,838"	"-0,06"
10.05.2017	"10,868"	"10,874"	"10,900"	"10,853"	"-0,05"
09.05.2017	"10,873"	"10,924"	"10,934"	"10,863"	"-0,47"
08.05.2017	"10,924"	"10,998"	"11,024"	"10,917"	"-0,67"
05.05.2017	"10,998"	"10,991"	"11,003"	"10,951"	"0,12"
04.05.2017	"10,985"	"10,884"	"10,987"	"10,873"	"0,92"
03.05.2017	"10,885"	"10,930"	"10,939"	"10,883"	"-0,41"
02.05.2017	"10,930"	"10,901"	"10,936"	"10,889"	"0,28"
01.05.2017	"10,899"	"10,906"	"10,924"	"10,883"	"0,02"
28.04.2017	"10,897"	"10,877"	"10,949"	"10,857"	"0,22"
27.04.2017	"10,873"	"10,903"	"10,933"	"10,851"	"-0,28"
26.04.2017	"10,903"	"10,924"	"10,951"	"10,856"	"-0,21"
25.04.2017	"10,926"	"10,868"	"10,951"	"10,851"	"0,54"
24.04.2017	"10,867"	"10,890"	"10,936"	"10,819"	"1,30"
21.04.2017	"10,728"	"10,719"	"10,739"	"10,682"	"0,10"
20.04.2017	"10,717"	"10,711"	"10,780"	"10,709"	"0,06"
19.04.2017	"10,711"	"10,730"	"10,738"	"10,700"	"-0,21"
18.04.2017	"10,734"	"10,644"	"10,737"	"10,636"	"0,85"
17.04.2017	"10,644"	"10,615"	"10,673"	"10,604"	"0,30"
14.04.2017	"10,612"	"10,615"	"10,633"	"10,606"	"-0,02"
13.04.2017	"10,614"	"10,664"	"10,679"	"10,609"	"-0,49"
12.04.2017	"10,666"	"10,606"	"10,677"	"10,589"	"0,60"
11.04.2017	"10,602"	"10,595"	"10,631"	"10,577"	"0,06"
10.04.2017	"10,596"	"10,593"	"10,609"	"10,571"	"0,06"
07.04.2017	"10,590"	"10,644"	"10,668"	"10,580"	"-0,51"
06.04.2017	"10,644"	"10,663"	"10,686"	"10,629"	"-0,18"
05.04.2017	"10,663"	"10,672"	"10,690"	"10,633"	"-0,09"
04.04.2017	"10,673"	"10,669"	"10,678"	"10,635"	"0,02"
03.04.2017	"10,671"	"10,661"	"10,684"	"10,644"	"0,18"
31.03.2017	"10,652"	"10,675"	"10,705"	"10,652"	"-0,22"
30.03.2017	"10,675"	"10,766"	"10,772"	"10,671"	"-0,85"
29.03.2017	"10,767"	"10,811"	"10,827"	"10,739"	"-0,43"
28.03.2017	"10,813"	"10,864"	"10,873"	"10,797"	"-0,48"
27.03.2017	"10,865"	"10,797"	"10,905"	"10,795"	"0,61"
24.03.2017	"10,799"	"10,784"	"10,820"	"10,761"	"0,15"
23.03.2017	"10,783"	"10,797"	"10,807"	"10,769"	"-0,13"
22.03.2017	"10,797"	"10,810"	"10,827"	"10,776"	"-0,13"
21.03.2017	"10,811"	"10,740"	"10,822"	"10,720"	"0,67"
20.03.2017	"10,739"	"10,740"	"10,779"	"10,725"	"0,01"
17.03.2017	"10,738"	"10,765"	"10,784"	"10,728"	"-0,26"
16.03.2017	"10,766"	"10,734"	"10,772"	"10,706"	"0,29"
15.03.2017	"10,735"	"10,605"	"10,743"	"10,604"	"1,24"
14.03.2017	"10,604"	"10,655"	"10,664"	"10,599"	"-0,47"
13.03.2017	"10,654"	"10,671"	"10,715"	"10,650"	"-0,17"
10.03.2017	"10,672"	"10,577"	"10,702"	"10,572"	"0,90"
09.03.2017	"10,577"	"10,541"	"10,617"	"10,525"	"0,34"
08.03.2017	"10,541"	"10,566"	"10,576"	"10,535"	"-0,24"
07.03.2017	"10,566"	"10,583"	"10,603"	"10,557"	"-0,14"
06.03.2017	"10,581"	"10,617"	"10,644"	"10,575"	"-0,40"
03.03.2017	"10,623"	"10,508"	"10,626"	"10,502"	"1,10"
02.03.2017	"10,507"	"10,547"	"10,551"	"10,492"	"-0,38"
01.03.2017	"10,547"	"10,574"	"10,589"	"10,514"	"-0,28"
28.02.2017	"10,577"	"10,587"	"10,632"	"10,570"	"-0,09"
27.02.2017	"10,587"	"10,562"	"10,633"	"10,551"	"0,23"
24.02.2017	"10,563"	"10,583"	"10,620"	"10,557"	"-0,17"
23.02.2017	"10,581"	"10,558"	"10,598"	"10,539"	"0,24"
22.02.2017	"10,556"	"10,534"	"10,574"	"10,493"	"0,18"
21.02.2017	"10,537"	"10,611"	"10,618"	"10,526"	"-0,73"
20.02.2017	"10,614"	"10,618"	"10,637"	"10,606"	"0,00"
17.02.2017	"10,614"	"10,675"	"10,679"	"10,605"	"-0,56"
16.02.2017	"10,674"	"10,600"	"10,682"	"10,588"	"0,69"
15.02.2017	"10,601"	"10,577"	"10,611"	"10,523"	"0,23"
14.02.2017	"10,577"	"10,596"	"10,633"	"10,560"	"-0,20"
13.02.2017	"10,598"	"10,633"	"10,659"	"10,591"	"-0,40"
10.02.2017	"10,641"	"10,658"	"10,670"	"10,609"	"-0,14"
09.02.2017	"10,656"	"10,699"	"10,711"	"10,650"	"-0,40"
08.02.2017	"10,699"	"10,682"	"10,715"	"10,640"	"0,17"
07.02.2017	"10,681"	"10,750"	"10,751"	"10,654"	"-0,64"
06.02.2017	"10,750"	"10,781"	"10,801"	"10,703"	"-0,32"
03.02.2017	"10,784"	"10,759"	"10,800"	"10,714"	"0,24"
02.02.2017	"10,758"	"10,766"	"10,829"	"10,753"	"-0,10"
01.02.2017	"10,769"	"10,798"	"10,810"	"10,731"	"-0,27"
31.01.2017	"10,798"	"10,695"	"10,814"	"10,684"	"0,96"
30.01.2017	"10,695"	"10,692"	"10,743"	"10,620"	"-0,04"
27.01.2017	"10,699"	"10,685"	"10,729"	"10,661"	"0,16"
26.01.2017	"10,682"	"10,746"	"10,767"	"10,657"	"-0,61"
25.01.2017	"10,748"	"10,734"	"10,773"	"10,713"	"0,16"
24.01.2017	"10,731"	"10,763"	"10,775"	"10,718"	"-0,32"
23.01.2017	"10,765"	"10,687"	"10,773"	"10,686"	"0,58"
20.01.2017	"10,703"	"10,667"	"10,713"	"10,627"	"0,37"
19.01.2017	"10,664"	"10,629"	"10,677"	"10,588"	"0,31"
18.01.2017	"10,631"	"10,713"	"10,715"	"10,625"	"-0,77"
17.01.2017	"10,713"	"10,600"	"10,720"	"10,595"	"1,04"
16.01.2017	"10,603"	"10,618"	"10,638"	"10,580"	"-0,39"
13.01.2017	"10,644"	"10,612"	"10,674"	"10,598"	"0,29"
12.01.2017	"10,613"	"10,583"	"10,687"	"10,573"	"0,29"
11.01.2017	"10,582"	"10,556"	"10,624"	"10,454"	"0,27"
10.01.2017	"10,554"	"10,573"	"10,628"	"10,551"	"-0,19"
09.01.2017	"10,574"	"10,539"	"10,584"	"10,510"	"0,39"
06.01.2017	"10,533"	"10,606"	"10,624"	"10,523"	"-0,70"
05.01.2017	"10,607"	"10,493"	"10,619"	"10,482"	"1,13"
04.01.2017	"10,488"	"10,405"	"10,501"	"10,389"	"0,79"
03.01.2017	"10,406"	"10,455"	"10,492"	"10,341"	"-0,51"
02.01.2017	"10,459"	"10,532"	"10,534"	"10,448"	"-0,54"
30.12.2016	"10,516"	"10,492"	"10,654"	"10,482"	"0,23"
29.12.2016	"10,492"	"10,417"	"10,494"	"10,406"	"0,77"
28.12.2016	"10,412"	"10,459"	"10,484"	"10,373"	"-0,43"
27.12.2016	"10,457"	"10,453"	"10,465"	"10,431"	"0,01"
26.12.2016	"10,456"	"10,454"	"10,473"	"10,439"	"-0,01"
23.12.2016	"10,457"	"10,438"	"10,469"	"10,427"	"0,19"
22.12.2016	"10,437"	"10,423"	"10,501"	"10,421"	"0,12"
21.12.2016	"10,425"	"10,389"	"10,452"	"10,381"	"0,37"
20.12.2016	"10,387"	"10,405"	"10,419"	"10,352"	"-0,14"
19.12.2016	"10,402"	"10,442"	"10,480"	"10,391"	"-0,47"
16.12.2016	"10,451"	"10,419"	"10,477"	"10,402"	"0,36"
15.12.2016	"10,414"	"10,536"	"10,544"	"10,366"	"-1,17"
14.12.2016	"10,537"	"10,627"	"10,671"	"10,495"	"-0,85"
13.12.2016	"10,627"	"10,635"	"10,668"	"10,603"	"-0,08"
12.12.2016	"10,635"	"10,551"	"10,652"	"10,524"	"0,69"
09.12.2016	"10,562"	"10,618"	"10,632"	"10,531"	"-0,50"
08.12.2016	"10,615"	"10,753"	"10,873"	"10,596"	"-1,28"
07.12.2016	"10,753"	"10,721"	"10,770"	"10,709"	"0,32"
06.12.2016	"10,719"	"10,764"	"10,787"	"10,698"	"-0,42"
05.12.2016	"10,764"	"10,674"	"10,798"	"10,505"	"0,85"
02.12.2016	"10,673"	"10,663"	"10,692"	"10,625"	"0,10"
01.12.2016	"10,662"	"10,590"	"10,670"	"10,584"	"0,70"
30.11.2016	"10,588"	"10,649"	"10,669"	"10,554"	"-0,58"
29.11.2016	"10,650"	"10,615"	"10,657"	"10,565"	"0,33"
28.11.2016	"10,615"	"10,595"	"10,686"	"10,563"	"0,26"
25.11.2016	"10,587"	"10,551"	"10,631"	"10,538"	"0,31"
24.11.2016	"10,554"	"10,554"	"10,587"	"10,517"	"-0,06"
23.11.2016	"10,560"	"10,629"	"10,646"	"10,526"	"-0,62"
22.11.2016	"10,626"	"10,627"	"10,660"	"10,583"	"-0,03"
21.11.2016	"10,629"	"10,583"	"10,652"	"10,579"	"0,39"
18.11.2016	"10,588"	"10,625"	"10,645"	"10,570"	"-0,36"
17.11.2016	"10,626"	"10,690"	"10,746"	"10,617"	"-0,60"
16.11.2016	"10,690"	"10,724"	"10,764"	"10,667"	"-0,30"
15.11.2016	"10,722"	"10,736"	"10,817"	"10,711"	"-0,14"
14.11.2016	"10,737"	"10,850"	"10,852"	"10,709"	"-1,10"
11.11.2016	"10,856"	"10,897"	"10,929"	"10,833"	"-0,34"
10.11.2016	"10,893"	"10,911"	"10,958"	"10,866"	"-0,15"
09.11.2016	"10,909"	"11,023"	"11,300"	"10,903"	"-1,06"
08.11.2016	"11,026"	"11,042"	"11,070"	"11,008"	"-0,13"
07.11.2016	"11,040"	"11,137"	"11,139"	"11,029"	"-0,88"
04.11.2016	"11,138"	"11,105"	"11,146"	"11,080"	"0,30"
03.11.2016	"11,105"	"11,098"	"11,128"	"11,059"	"0,07"
02.11.2016	"11,097"	"11,056"	"11,126"	"11,051"	"0,37"
01.11.2016	"11,056"	"10,981"	"11,071"	"10,958"	"0,68"
31.10.2016	"10,981"	"10,986"	"10,994"	"10,936"	"-0,05"
28.10.2016	"10,987"	"10,899"	"10,995"	"10,893"	"0,83"
27.10.2016	"10,897"	"10,909"	"10,945"	"10,884"	"-0,11"
26.10.2016	"10,909"	"10,889"	"10,947"	"10,872"	"0,19"
25.10.2016	"10,888"	"10,882"	"10,906"	"10,850"	"0,05"
24.10.2016	"10,883"	"10,879"	"10,903"	"10,861"	"-0,01"
21.10.2016	"10,884"	"10,929"	"10,933"	"10,859"	"-0,42"
20.10.2016	"10,930"	"10,974"	"11,041"	"10,916"	"-0,40"
19.10.2016	"10,974"	"10,981"	"11,006"	"10,955"	"-0,06"
18.10.2016	"10,981"	"11,000"	"11,029"	"10,970"	"-0,16"
17.10.2016	"10,999"	"10,975"	"11,011"	"10,965"	"0,26"
14.10.2016	"10,971"	"11,056"	"11,062"	"10,968"	"-0,77"
13.10.2016	"11,056"	"11,004"	"11,058"	"10,983"	"0,44"
12.10.2016	"11,008"	"11,053"	"11,072"	"11,003"	"-0,42"
11.10.2016	"11,054"	"11,136"	"11,144"	"11,047"	"-0,75"
10.10.2016	"11,138"	"11,196"	"11,202"	"11,128"	"-0,56"
07.10.2016	"11,201"	"11,151"	"11,207"	"11,103"	"0,45"
06.10.2016	"11,151"	"11,205"	"11,214"	"11,139"	"-0,49"
05.10.2016	"11,206"	"11,206"	"11,237"	"11,191"	"0,02"
04.10.2016	"11,204"	"11,210"	"11,240"	"11,138"	"-0,06"
03.10.2016	"11,211"	"11,235"	"11,245"	"11,205"	"-0,27"
30.09.2016	"11,241"	"11,225"	"11,253"	"11,153"	"0,16"
29.09.2016	"11,223"	"11,217"	"11,251"	"11,197"	"0,06"
28.09.2016	"11,216"	"11,214"	"11,238"	"11,181"	"0,01"
27.09.2016	"11,215"	"11,253"	"11,262"	"11,190"	"-0,35"
26.09.2016	"11,254"	"11,221"	"11,279"	"11,220"	"0,25"
23.09.2016	"11,226"	"11,209"	"11,244"	"11,195"	"0,16"
22.09.2016	"11,208"	"11,193"	"11,258"	"11,181"	"0,17"
21.09.2016	"11,189"	"11,152"	"11,200"	"11,123"	"0,30"
20.09.2016	"11,155"	"11,178"	"11,216"	"11,147"	"-0,17"
19.09.2016	"11,174"	"11,161"	"11,198"	"11,147"	"0,17"
16.09.2016	"11,155"	"11,244"	"11,256"	"11,147"	"-0,79"
15.09.2016	"11,244"	"11,249"	"11,286"	"11,220"	"-0,05"
14.09.2016	"11,250"	"11,216"	"11,274"	"11,208"	"0,27"
13.09.2016	"11,220"	"11,236"	"11,262"	"11,203"	"-0,12"
12.09.2016	"11,234"	"11,232"	"11,269"	"11,211"	"0,01"
09.09.2016	"11,233"	"11,262"	"11,288"	"11,200"	"-0,25"
08.09.2016	"11,261"	"11,240"	"11,329"	"11,234"	"0,20"
07.09.2016	"11,239"	"11,255"	"11,271"	"11,228"	"-0,15"
06.09.2016	"11,256"	"11,147"	"11,267"	"11,140"	"0,98"
05.09.2016	"11,147"	"11,153"	"11,185"	"11,140"	"-0,08"
02.09.2016	"11,156"	"11,197"	"11,254"	"11,151"	"-0,38"
01.09.2016	"11,198"	"11,157"	"11,207"	"11,128"	"0,36"
31.08.2016	"11,158"	"11,143"	"11,167"	"11,123"	"0,13"
30.08.2016	"11,143"	"11,189"	"11,198"	"11,130"	"-0,41"
29.08.2016	"11,189"	"11,192"	"11,208"	"11,157"	"-0,08"
26.08.2016	"11,198"	"11,284"	"11,343"	"11,180"	"-0,75"
25.08.2016	"11,283"	"11,266"	"11,301"	"11,258"	"0,18"
24.08.2016	"11,263"	"11,305"	"11,315"	"11,244"	"-0,38"
23.08.2016	"11,306"	"11,321"	"11,357"	"11,302"	"-0,11"
22.08.2016	"11,319"	"11,306"	"11,334"	"11,273"	"-0,06"
19.08.2016	"11,326"	"11,351"	"11,363"	"11,303"	"-0,25"
18.08.2016	"11,354"	"11,293"	"11,367"	"11,283"	"0,58"
17.08.2016	"11,288"	"11,279"	"11,317"	"11,241"	"0,09"
16.08.2016	"11,278"	"11,182"	"11,324"	"11,175"	"0,84"
15.08.2016	"11,184"	"11,162"	"11,203"	"11,153"	"0,21"
12.08.2016	"11,161"	"11,139"	"11,224"	"11,130"	"0,22"
11.08.2016	"11,137"	"11,175"	"11,194"	"11,133"	"-0,35"
10.08.2016	"11,176"	"11,117"	"11,193"	"11,103"	"0,51"
09.08.2016	"11,119"	"11,090"	"11,125"	"11,070"	"0,24"
08.08.2016	"11,092"	"11,088"	"11,107"	"11,073"	"0,05"
05.08.2016	"11,086"	"11,128"	"11,162"	"11,044"	"-0,40"
04.08.2016	"11,130"	"11,149"	"11,158"	"11,114"	"-0,17"
03.08.2016	"11,149"	"11,224"	"11,233"	"11,139"	"-0,69"
02.08.2016	"11,227"	"11,162"	"11,235"	"11,155"	"0,58"
01.08.2016	"11,162"	"11,177"	"11,187"	"11,157"	"-0,11"
29.07.2016	"11,174"	"11,079"	"11,200"	"11,071"	"0,89"
28.07.2016	"11,075"	"11,058"	"11,119"	"11,048"	"0,15"
27.07.2016	"11,058"	"10,986"	"11,068"	"10,963"	"0,65"
26.07.2016	"10,987"	"10,997"	"11,031"	"10,978"	"-0,06"
25.07.2016	"10,994"	"10,972"	"11,002"	"10,954"	"0,16"
22.07.2016	"10,976"	"11,030"	"11,043"	"10,954"	"-0,44"
21.07.2016	"11,025"	"11,013"	"11,060"	"10,981"	"0,09"
20.07.2016	"11,015"	"11,020"	"11,032"	"10,981"	"-0,06"
19.07.2016	"11,022"	"11,073"	"11,086"	"10,999"	"-0,47"
18.07.2016	"11,074"	"11,043"	"11,086"	"11,038"	"0,34"
15.07.2016	"11,036"	"11,118"	"11,150"	"11,023"	"-0,76"
14.07.2016	"11,120"	"11,089"	"11,166"	"11,085"	"0,27"
13.07.2016	"11,090"	"11,061"	"11,121"	"11,043"	"0,28"
12.07.2016	"11,059"	"11,058"	"11,128"	"11,051"	"0,01"
11.07.2016	"11,058"	"11,052"	"11,076"	"11,016"	"0,04"
08.07.2016	"11,054"	"11,063"	"11,115"	"11,002"	"-0,08"
07.07.2016	"11,063"	"11,101"	"11,113"	"11,053"	"-0,32"
06.07.2016	"11,099"	"11,075"	"11,111"	"11,029"	"0,21"
05.07.2016	"11,076"	"11,154"	"11,184"	"11,059"	"-0,72"
04.07.2016	"11,156"	"11,142"	"11,166"	"11,097"	"0,18"
01.07.2016	"11,136"	"11,104"	"11,169"	"11,070"	"0,28"
30.06.2016	"11,105"	"11,124"	"11,157"	"11,023"	"-0,18"
29.06.2016	"11,125"	"11,065"	"11,131"	"11,048"	"0,52"
28.06.2016	"11,067"	"11,025"	"11,111"	"11,008"	"0,37"
27.06.2016	"11,026"	"11,072"	"11,087"	"10,972"	"-0,82"
24.06.2016	"11,117"	"11,392"	"11,434"	"10,911"	"-2,39"
23.06.2016	"11,389"	"11,298"	"11,424"	"11,296"	"0,81"
22.06.2016	"11,297"	"11,242"	"11,339"	"11,236"	"0,49"
21.06.2016	"11,242"	"11,312"	"11,351"	"11,241"	"-0,64"
20.06.2016	"11,314"	"11,285"	"11,386"	"11,284"	"0,33"
17.06.2016	"11,277"	"11,226"	"11,299"	"11,221"	"0,45"
16.06.2016	"11,226"	"11,260"	"11,298"	"11,132"	"-0,29"
15.06.2016	"11,259"	"11,205"	"11,299"	"11,190"	"0,46"
14.06.2016	"11,208"	"11,293"	"11,304"	"11,188"	"-0,74"
13.06.2016	"11,292"	"11,253"	"11,304"	"11,233"	"0,36"
10.06.2016	"11,251"	"11,317"	"11,329"	"11,245"	"-0,57"
09.06.2016	"11,316"	"11,399"	"11,417"	"11,305"	"-0,68"
08.06.2016	"11,394"	"11,358"	"11,412"	"11,349"	"0,32"
07.06.2016	"11,358"	"11,355"	"11,382"	"11,338"	"0,03"
06.06.2016	"11,355"	"11,353"	"11,395"	"11,328"	"-0,11"
03.06.2016	"11,367"	"11,152"	"11,377"	"11,136"	"1,94"
02.06.2016	"11,151"	"11,189"	"11,221"	"11,142"	"-0,33"
01.06.2016	"11,188"	"11,133"	"11,198"	"11,114"	"0,50"
31.05.2016	"11,132"	"11,138"	"11,176"	"11,123"	"-0,13"
30.05.2016	"11,147"	"11,117"	"11,149"	"11,098"	"0,29"
27.05.2016	"11,115"	"11,193"	"11,201"	"11,107"	"-0,71"
26.05.2016	"11,194"	"11,154"	"11,218"	"11,144"	"0,35"
25.05.2016	"11,155"	"11,141"	"11,169"	"11,128"	"0,13"
24.05.2016	"11,141"	"11,219"	"11,228"	"11,130"	"-0,70"
23.05.2016	"11,219"	"11,218"	"11,246"	"11,187"	"-0,04"
20.05.2016	"11,224"	"11,204"	"11,239"	"11,194"	"0,19"
19.05.2016	"11,203"	"11,216"	"11,230"	"11,179"	"-0,12"
18.05.2016	"11,217"	"11,313"	"11,327"	"11,212"	"-0,86"
17.05.2016	"11,314"	"11,321"	"11,350"	"11,303"	"-0,05"
16.05.2016	"11,320"	"11,311"	"11,346"	"11,302"	"0,11"
13.05.2016	"11,308"	"11,378"	"11,383"	"11,284"	"-0,61"
12.05.2016	"11,377"	"11,426"	"11,434"	"11,368"	"-0,44"
11.05.2016	"11,427"	"11,373"	"11,448"	"11,368"	"0,48"
10.05.2016	"11,372"	"11,385"	"11,413"	"11,361"	"-0,10"
09.05.2016	"11,383"	"11,401"	"11,422"	"11,375"	"-0,19"
06.05.2016	"11,405"	"11,408"	"11,479"	"11,387"	"0,00"
05.05.2016	"11,405"	"11,486"	"11,496"	"11,385"	"-0,71"
04.05.2016	"11,487"	"11,496"	"11,530"	"11,467"	"-0,09"
03.05.2016	"11,497"	"11,533"	"11,616"	"11,495"	"-0,30"
02.05.2016	"11,532"	"11,447"	"11,539"	"11,446"	"0,66"
29.04.2016	"11,456"	"11,354"	"11,461"	"11,335"	"0,91"
28.04.2016	"11,353"	"11,320"	"11,370"	"11,296"	"0,28"
27.04.2016	"11,321"	"11,298"	"11,364"	"11,274"	"0,20"
26.04.2016	"11,298"	"11,265"	"11,338"	"11,254"	"0,28"
25.04.2016	"11,266"	"11,231"	"11,280"	"11,216"	"0,29"
22.04.2016	"11,233"	"11,290"	"11,311"	"11,220"	"-0,49"
21.04.2016	"11,288"	"11,297"	"11,396"	"11,272"	"-0,08"
20.04.2016	"11,297"	"11,356"	"11,388"	"11,288"	"-0,54"
19.04.2016	"11,358"	"11,314"	"11,387"	"11,302"	"0,39"
18.04.2016	"11,314"	"11,297"	"11,334"	"11,274"	"0,27"
15.04.2016	"11,283"	"11,271"	"11,320"	"11,246"	"0,13"
14.04.2016	"11,268"	"11,274"	"11,296"	"11,234"	"-0,05"
13.04.2016	"11,274"	"11,385"	"11,393"	"11,266"	"-0,98"
12.04.2016	"11,386"	"11,408"	"11,466"	"11,347"	"-0,19"
11.04.2016	"11,408"	"11,407"	"11,448"	"11,373"	"0,06"
08.04.2016	"11,401"	"11,379"	"11,421"	"11,350"	"0,21"
07.04.2016	"11,377"	"11,398"	"11,455"	"11,337"	"-0,19"
06.04.2016	"11,399"	"11,384"	"11,434"	"11,327"	"0,13"
05.04.2016	"11,384"	"11,389"	"11,406"	"11,336"	"-0,07"
04.04.2016	"11,392"	"11,393"	"11,414"	"11,357"	"0,04"
01.04.2016	"11,387"	"11,380"	"11,439"	"11,334"	"0,06"
31.03.2016	"11,380"	"11,338"	"11,413"	"11,309"	"0,37"
30.03.2016	"11,338"	"11,290"	"11,366"	"11,281"	"0,42"
29.03.2016	"11,291"	"11,198"	"11,305"	"11,168"	"0,85"
28.03.2016	"11,196"	"11,164"	"11,221"	"11,154"	"0,27"
25.03.2016	"11,166"	"11,176"	"11,189"	"11,153"	"-0,07"
24.03.2016	"11,174"	"11,179"	"11,188"	"11,143"	"-0,09"
23.03.2016	"11,184"	"11,218"	"11,224"	"11,158"	"-0,29"
22.03.2016	"11,217"	"11,245"	"11,263"	"11,190"	"-0,21"
21.03.2016	"11,241"	"11,270"	"11,286"	"11,235"	"-0,26"
18.03.2016	"11,270"	"11,319"	"11,339"	"11,257"	"-0,43"
17.03.2016	"11,319"	"11,224"	"11,344"	"11,205"	"0,84"
16.03.2016	"11,225"	"11,110"	"11,245"	"11,058"	"1,04"
15.03.2016	"11,109"	"11,100"	"11,125"	"11,071"	"0,03"
14.03.2016	"11,106"	"11,151"	"11,177"	"11,076"	"-0,42"
11.03.2016	"11,153"	"11,177"	"11,212"	"11,081"	"-0,21"
10.03.2016	"11,177"	"10,998"	"11,218"	"10,821"	"1,62"
09.03.2016	"10,999"	"11,012"	"11,037"	"10,946"	"-0,11"
08.03.2016	"11,011"	"11,014"	"11,059"	"10,992"	"-0,03"
07.03.2016	"11,014"	"11,008"	"11,027"	"10,940"	"0,09"
04.03.2016	"11,004"	"10,958"	"11,045"	"10,903"	"0,43"
03.03.2016	"10,957"	"10,867"	"10,974"	"10,853"	"0,82"
02.03.2016	"10,868"	"10,868"	"10,881"	"10,825"	"0,01"
01.03.2016	"10,867"	"10,873"	"10,896"	"10,835"	"-0,06"
29.02.2016	"10,873"	"10,932"	"10,964"	"10,858"	"-0,56"
26.02.2016	"10,934"	"11,020"	"11,071"	"10,913"	"-0,81"
25.02.2016	"11,023"	"11,014"	"11,052"	"10,987"	"0,09"
24.02.2016	"11,013"	"11,019"	"11,047"	"10,957"	"-0,06"
23.02.2016	"11,020"	"11,031"	"11,055"	"10,991"	"-0,08"
22.02.2016	"11,029"	"11,128"	"11,137"	"11,003"	"-0,94"
19.02.2016	"11,134"	"11,107"	"11,140"	"11,067"	"0,24"
18.02.2016	"11,107"	"11,130"	"11,153"	"11,072"	"-0,19"
17.02.2016	"11,128"	"11,143"	"11,180"	"11,104"	"-0,14"
16.02.2016	"11,144"	"11,155"	"11,196"	"11,123"	"-0,10"
15.02.2016	"11,155"	"11,251"	"11,253"	"11,127"	"-0,93"
12.02.2016	"11,260"	"11,328"	"11,335"	"11,215"	"-0,57"
11.02.2016	"11,324"	"11,292"	"11,378"	"11,274"	"0,30"
10.02.2016	"11,290"	"11,292"	"11,311"	"11,159"	"-0,03"
09.02.2016	"11,293"	"11,197"	"11,339"	"11,163"	"0,85"
08.02.2016	"11,198"	"11,159"	"11,218"	"11,087"	"0,35"
05.02.2016	"11,159"	"11,209"	"11,246"	"11,110"	"-0,44"
04.02.2016	"11,208"	"11,104"	"11,240"	"11,070"	"0,94"
03.02.2016	"11,104"	"10,917"	"11,146"	"10,903"	"1,69"
02.02.2016	"10,919"	"10,892"	"10,944"	"10,886"	"0,28"
01.02.2016	"10,888"	"10,833"	"10,915"	"10,814"	"0,47"
29.01.2016	"10,837"	"10,938"	"10,951"	"10,812"	"-0,93"
28.01.2016	"10,939"	"10,891"	"10,969"	"10,869"	"0,42"
27.01.2016	"10,893"	"10,871"	"10,917"	"10,851"	"0,20"
26.01.2016	"10,871"	"10,850"	"10,875"	"10,819"	"0,20"
25.01.2016	"10,849"	"10,799"	"10,858"	"10,788"	"0,48"
22.01.2016	"10,797"	"10,874"	"10,879"	"10,790"	"-0,71"
21.01.2016	"10,874"	"10,893"	"10,922"	"10,779"	"-0,16"
20.01.2016	"10,891"	"10,910"	"10,977"	"10,877"	"-0,16"
19.01.2016	"10,909"	"10,892"	"10,941"	"10,861"	"0,16"
18.01.2016	"10,892"	"10,918"	"10,941"	"10,869"	"-0,23"
15.01.2016	"10,917"	"10,866"	"10,987"	"10,855"	"0,48"
14.01.2016	"10,865"	"10,880"	"10,945"	"10,835"	"-0,11"
13.01.2016	"10,877"	"10,858"	"10,891"	"10,807"	"0,18"
12.01.2016	"10,857"	"10,859"	"10,904"	"10,822"	"-0,03"
11.01.2016	"10,860"	"10,923"	"10,969"	"10,847"	"-0,66"
08.01.2016	"10,932"	"10,934"	"10,936"	"10,804"	"-0,04"
07.01.2016	"10,936"	"10,779"	"10,941"	"10,770"	"1,44"
06.01.2016	"10,781"	"10,749"	"10,802"	"10,721"	"0,31"
05.01.2016	"10,748"	"10,831"	"10,840"	"10,711"	"-0,77"
04.01.2016	"10,831"	"10,858"	"10,949"	"10,783"	"-0,27"
01.01.2016	"10,860"	"10,862"	"10,869"	"10,845"	"-0,01"
31.12.2015	"10,861"	"10,932"	"10,938"	"10,850"	"-0,65"
30.12.2015	"10,932"	"10,920"	"10,947"	"10,903"	"0,14"
29.12.2015	"10,917"	"10,968"	"10,992"	"10,899"	"-0,46"
28.12.2015	"10,968"	"10,965"	"10,995"	"10,951"	"-0,08"
25.12.2015	"10,977"	"10,973"	"10,979"	"10,945"	"0,05"
24.12.2015	"10,972"	"10,913"	"10,976"	"10,903"	"0,58"
